Case,PosErr_mm,OriErr_deg,Iterations,Converged,NumCFSol,CFBestPosErr_mm,CFBestOriErr_deg,MaxLimitViol_deg,qTrue1,qTrue2,qTrue3,qTrue4,qTrue5,qTrue6,qInit1,qInit2,qInit3,qInit4,qInit5,qInit6,qSol1,qSol2,qSol3,qSol4,qSol5,qSol6
75,2.29078559778622e-06,0,26,1,2,1.92407658042754e-12,0,0,0,-1.42855371459886,-0.522024939917383,0.414951279017641,1.79036994552302,-0.104546846507431,0,-1.44021973305814,-0.486073803942841,0.298257885115331,1.76530519734034,-0.0294244443547884,-2.19971969312708e-09,-1.42855372814486,-0.522024918157498,0.414951277668879,1.79036992833243,-0.104546853601953
76,2.14700406947642e-06,0,29,1,2,3.2797451406466e-12,0,0,0,1.47729281273118,0.00953762725792995,-0.3704699328073,0.0909237301769794,1.27310185916014,0,1.57921188859563,0.0278538955502253,-0.351777303632585,0.19023054598108,1.16053963894839,6.56302389734827e-09,1.47729281761154,0.00953762018009681,-0.370470114665636,0.0909237303931257,1.27310205330245
77,6.03064885956971e-06,1.70754729250319e-06,24,1,2,4.60159112897218e-06,0,0,0,0.233360344532579,1.03817383169641,-0.692630960988131,-0.802483643641179,0.635285181601047,0,0.242400577245044,0.990833987208614,-0.731853638207133,-0.868570690776636,0.695284264556596,2.71911670208012e-08,0.23336035585661,1.03817382763386,-0.692630919469004,-0.80248363719801,0.635285172204978
78,1.20469395407341e-06,0,24,1,2,7.25946674995401e-06,0,0,0,0.752514643692788,-0.743244680615071,-0.527627134115389,1.32465943631591,-1.20776223720484,0,0.774757424300615,-0.625018794831861,-0.56441115662316,1.21030622031009,-1.21376669633781,-5.01073745723412e-10,0.752514636123207,-0.743244668847386,-0.527627132301643,1.32465943226942,-1.20776223940864
79,6.1141267613401e-07,0,32,1,4,2.60429546944161e-12,0,0,0,-1.38793956340685,-1.2679005450406,0.586568689305946,0.342885545810362,0.366061611803163,0,-1.35439734484529,-1.23932125369341,0.685187198250203,0.272095431404792,0.274274150632776,-1.5035842717306e-09,-1.38793955331544,-1.26790056384396,0.586568659792585,0.34288555187911,0.366061644935161
80,3.12848894907379e-06,1.20741826972573e-06,29,1,4,2.04130890060182e-12,1.20741826972573e-06,0,0,-0.718651514762832,-1.20463575469765,-0.520392768780445,1.79062213322401,0.750358269462381,0,-0.67288068260286,-1.19285705187077,-0.594372138818949,1.76929978672308,0.78216635248047,-6.95707785818889e-09,-0.718651517037934,-1.20463575702247,-0.520392757549137,1.7906221296171,0.750358254138708
81,3.906281996895e-08,0,37,1,2,2.51908862714051e-12,1.20741826972573e-06,0,0,0.736433208803867,-1.31856928723296,0.10650771861054,0.312854879955208,0.024998803618822,0,0.81484046175863,-1.343902,0.157219762970033,0.25077890262202,-0.06442558707889,5.64957869551536e-10,0.736433203717403,-1.31856927778268,0.106507708447564,0.312854875556784,0.0249988131595993
82,1.04652937411188e-06,0,28,1,2,2.81237626450012e-12,0,0,0,1.55775389305984,0.286617379341091,-1.02494821836254,-0.163725652508927,-0.38604535349937,0,1.42934914807013,0.265264814861686,-0.952177949074194,-0.262901675718791,-0.400684260751896,-5.03424713223724e-09,1.5577538944158,0.28661738193902,-1.024948215328,-0.163725665540889,-0.386045349600945
83,2.07729367244251e-08,0,32,1,4,2.76193256108428e-12,0,0,0,-0.613492993089253,-1.23629297872285,-1.03854835412781,-0.729551674034712,-0.382621091359851,0,-0.683661456274974,-1.23710561997882,-1.05366979043041,-0.676329362185633,-0.440431266921841,-4.07680940401321e-11,-0.613492993547035,-1.23629297782652,-1.03854835284094,-0.729551674060225,-0.382621092655165
84,7.5007130231003e-07,1.70754729250319e-06,25,1,1,4.02937635202161e-05,0,0,0,1.14754473365781,0.462629157090013,0.0985294397970846,1.73129242292364,0.909137260335557,0,1.27364887434376,0.539429952027482,0.0754543927228627,1.74503550676658,0.950977082314319,7.23108566300327e-10,1.14754473694651,0.462629156135171,0.0985294437944121,1.73129242621324,0.909137264625674
85,1.79803233389735e-07,0,29,1,2,2.36262730229907e-12,0,0,0,-1.33184663166109,-1.19116431311894,-0.0865593119610968,0.781590153665861,-0.359818837558362,0,-1.40512471089474,-1.26530249463583,-0.0231044775449695,0.78624895519544,-0.314138298650599,-5.55347723105779e-10,-1.33184660461721,-1.19116436591138,-0.0865593173631234,0.781590198104705,-0.359818832897992
86,1.53099547612519e-05,0,23,1,2,1.72196450090546e-12,0,0,0,0.327112487370332,0.869267617915785,-0.687386531532054,-1.1506202519541,1.17126852421732,0,0.266178646871562,0.889131706038938,-0.709271869186037,-1.09709947402027,1.2245009200345,4.42132599688158e-08,0.327112449747344,0.869267615033684,-0.687386497084465,-1.15062020550293,1.1712685390209
87,1.06955562991767e-05,1.70754729250319e-06,23,1,2,1.88088827814012e-12,0,0,0,0.275418204676395,0.122781458129368,-0.732372240921901,1.67530844442596,1.10276330959369,0,0.377483017642075,0.113778854228705,-0.667323382165893,1.62649503667565,1.07860376332081,-1.4283522851885e-08,0.275418174010411,0.122781506038348,-0.732372249405643,1.67530841962362,1.10276330558702
88,1.28475230263199e-05,0,24,1,2,9.22880256937235e-06,0,0,0,-1.19267550643632,-0.234476783767633,-0.511144223459288,-0.994388964887935,0.506547922685952,0,-1.11624841073764,-0.351291172654878,-0.452204359086926,-1.05834278706375,0.571059702829469,1.82321809876854e-08,-1.19267552492396,-0.234476723314342,-0.511144229578849,-0.994388996509185,0.506547887672155
89,3.5837936558124e-06,0,28,1,2,2.13301022997672e-12,0,0,0,-0.0199029194529021,-0.186212640087048,0.422002812431385,-0.302112210679768,0.544821226293175,0,-0.0252213942438186,-0.0585600346996819,0.360780993645559,-0.205757620762269,0.603096943921198,6.76098952192045e-11,-0.0199029165976461,-0.186212632606711,0.422002821395622,-0.302112223417046,0.54482122262621
90,29.6777378165484,0.121201202822444,1500,0,0,NaN,NaN,6.33312123891285,0,-1.87417619936707,1.33226381754701,0.413456872317994,0.464530950085346,-1.32454517017878,0,-1.82973191602875,1.28174199091638,0.433102073448488,0.515797002678183,-1.25995911836091,-0.000110881899525018,-1.76450108660055,1.22173000000024,0.411175819402836,0.467305390814161,-1.32234062453471
91,1.34112713526875e-06,1.20741826972573e-06,25,1,2,2.75114892763128e-12,1.70754729250319e-06,0,0,1.31528228187185,0.0842652152744978,-0.631034461496158,-0.582982101600728,-0.4171139208032,0,1.26524141852866,0.202179608086696,-0.713375227701667,-0.471752790062025,-0.468888527418565,2.99163160266795e-09,1.31528227789279,0.0842652200398926,-0.63103445202479,-0.582982100041643,-0.417113926455719
92,2.45963334754233,0.009045418279024,1500,0,0,NaN,NaN,0.704495246821343,0,-1.93215576162168,-0.4943463783945,0.0226748755971475,-1.33526987390308,1.21317770785692,0,-1.88864684820326,-0.482469859474566,-0.0225851143022935,-1.43320345939949,1.32347317832228,-2.42109134325602e-07,-1.91986,-0.513810260689328,0.0227156673572169,-1.32826147300093,-5.07017544064034
93,4.65211314490656e-06,0,27,1,2,6.01833383129265e-06,0,0,0,1.21799110892448,0.645737118538735,-0.78300333908727,0.267996775053912,0.00227029571801207,0,1.25741407538095,0.524314058719535,-0.79802582444184,0.349097384302663,0.125441866668374,-2.0590418301685e-08,1.21799110577078,0.645737127500766,-0.783003385670465,0.267996765342023,0.00227032090355988
94,1.13953248195298e-09,0,292,1,3,2.58036374249175e-12,0,0,0,0.511913897891606,-1.32217304667803,-1.29131708345606,-0.00565758581029829,-0.541622067678394,0,0.554049636685444,-1.30970167246842,-1.30197121246579,0.0981772871540976,-0.496942865953452,2.83918887761548e-09,0.511913916137374,-1.32217308231247,-1.2913205143793,-0.00565756632716334,5.74156667015409
95,4.84209905567645e-07,0,25,1,4,2.97036534137247e-12,0,0,0,1.60998617012573,-1.18009040632434,-0.707600182491738,0.869901576156245,0.543569404814064,0,1.65618240699926,-1.25964952840413,-0.630681325465749,0.808597909926808,0.630345342550393,-1.06832093974909e-10,1.60998618642413,-1.18009043747117,-0.707600171321379,0.869901590847053,0.543569383168639
96,7.77749781850642e-06,0,26,1,4,2.53865149438933e-12,0,0,0,-1.23653003050501,-1.03550652493275,-0.370696529843591,-1.38510969964168,1.19422896871486,0,-1.26707777216598,-1.15970035922206,-0.370774004307016,-1.39006261666323,1.28019289977344,-7.51415838449387e-09,-1.23652998800656,-1.03550658056441,-0.370696508760926,-1.38510968798093,1.19422896027856
97,7.16673174286415e-06,2.09130978915187e-06,24,1,2,2.27904376154078e-12,0,0,0,0.404236004832908,-0.267979287963533,-0.441653584607536,-0.848771441693162,0.0366801620822725,0,0.435151966291562,-0.392103480994309,-0.550498876215779,-0.95744286856021,0.105767701158227,-3.68116256354682e-09,0.404236030809653,-0.267979306765059,-0.441653574962234,-0.848771467820775,0.036680180853597
98,2.85798393439768e-06,0,24,1,2,6.12618359513459e-06,0,0,0,1.04821643764273,0.142059126282989,0.365039906088706,-1.61128266194885,-0.978086890327193,0,1.1556078722995,0.175320168771832,0.409157200022995,-1.5089394791416,-0.991395781751293,3.6701013707911e-09,1.04821643334576,0.142059137898314,0.365039909376258,-1.61128266760017,-0.978086889428722
99,3.24134595518108e-06,1.20741826972573e-06,25,1,2,5.83108271043386e-06,0,0,0,1.75263139214346,0.00994124907603378,-1.13198572743494,0.497500800512954,-0.376482181534645,0,1.74008367089801,-0.0109612643798926,-1.15001030941673,0.520711227581616,-0.411836312107336,1.69270747846041e-09,1.75263137962682,0.00994126332665711,-1.13198572760754,0.497500795736624,-0.376482177822469
100,5.70945777577814e-07,0,30,1,4,1.97669589749481e-12,0,0,0,-0.808040471330886,-1.10497628636383,0.731330693218597,-1.27153642251094,1.32542659873879,0,-0.73337765885944,-1.23444899059815,0.783398214291234,-1.20495259582452,1.20956857069113,2.04802739912231e-09,-0.808040482879295,-1.1049762642328,0.731330684190899,-1.27153642424397,1.32542661166719
